"Below Payment Method",,module,Amasty_Orderattr
"12-hour AM/PM format",,module,Amasty_Orderattr
"24-hour format",,module,Amasty_Orderattr
"Unknown Form Code",,module,Amasty_Orderattr
"EntityData with specified ID ""%1"" not found.",,module,Amasty_Orderattr
"Unable to remove entityData with ID %1. Error: %2",,module,Amasty_Orderattr
"Unable to remove entityData. Error: %1",,module,Amasty_Orderattr
"Quote doesn't exist.",,module,Amasty_Orderattr
"Unable to save Order Attributes. Error: %1",,module,Amasty_Orderattr
"Additional Information",,module,Amasty_Orderattr
"Additional Information:",,module,Amasty_Orderattr
"Additional Info",,module,Amasty_Orderattr
"Add to cart",,module,Amasty_Promo
"Free Items",,module,Amasty_Promo
"Free gift couldn't be added to the cart.Please try again or contact the administrator for more information.",,module,Amasty_Promo
"Free gift <strong>%1</strong> was added to your shopping cart",,module,Amasty_Promo
"We apologize, but requested quantity of free gift <strong>%1</strong> is not available at the moment",,module,Amasty_Promo
"We apologize, but products of type <strong>%1</strong> are not supported",,module,Amasty_Promo
"We apologize, but your free gift <strong>%1</strong> is not available at the moment",,module,Amasty_Promo
"Subtotal Before Discounts",,module,Amasty_Promo
"Subtotal After Discounts",,module,Amasty_Promo
No,,module,Amasty_Promo
"Yes, free products only",,module,Amasty_Promo
"Yes, discounted and free products",,module,Amasty_Promo
"Product with 100% Discount",,module,Amasty_Promo
"Product with $0 Price",,module,Amasty_Promo
"One By One",,module,Amasty_Promo
Multiple,,module,Amasty_Promo
"Could not migrate banners data. Exception message: %1. For details see exception log.",,module,Amasty_Promo
"""\n"" .",,module,Amasty_Promo
"Item added by Free Gift Module",,module,Amasty_Promo
"Auto add promo items with products",,module,Amasty_Promo
"Auto add promo items for the whole cart",,module,Amasty_Promo
"Auto add the same product",,module,Amasty_Promo
"Auto add promo items for every $X spent",,module,Amasty_Promo
"Add gift with each N-th product in the cart",,module,Amasty_Promo
"Automatically add products to cart",,module,Amasty_Promo
" left",,module,Amasty_Promo
" left)",,module,Amasty_Promo
"Buy N products, and get next products with discount",,module,Amasty_Rgrid
"Auto add promo items with products",,module,Amasty_Rgrid
"Auto add promo items for the whole cart",,module,Amasty_Rgrid
"Auto add the same product",,module,Amasty_Rgrid
